t,r,eps,h,z
18969,-0.0034051563,-0.0034051563,0.0000109684,-1.0281733487
18970,0.0005506274,0.0005506274,0.0000120306,0.1587502289
18971,0.0000267454,0.0000267454,0.0000110502,0.0080457053
18972,0.0014795130,0.0014795130,0.0000103838,0.4591353578
18973,-0.0041805348,-0.0041805348,0.0000094589,-1.3592869304
18974,0.0007960970,0.0007960970,0.0000111997,0.2378830626
18975,0.0000404773,0.0000404773,0.0000102850,0.0126214809
18976,-0.0012383386,-0.0012383386,0.0000097293,-0.3970067284
18977,-0.0008616684,-0.0008616684,0.0000097329,-0.2761974996
18978,0.0000116168,0.0000116168,0.0000095789,0.0037534527
18979,0.0009339175,0.0009339175,0.0000091385,0.3089384627
18980,0.0001570821,0.0001570821,0.0000085290,0.0537871164
18981,-0.0031267952,-0.0031267952,0.0000082050,-1.0915920851
18982,0.0033029582,0.0033029582,0.0000093587,1.0796786111
18983,0.0003510080,0.0003510080,0.0000084900,0.1204659109
18984,0.0023930650,0.0023930650,0.0000081204,0.8397830490
18985,-0.0001178664,-0.0001178664,0.0000075067,-0.0430194881
18986,-0.0049428742,-0.0049428742,0.0000074137,-1.8153588258
18987,0.0033251432,0.0033251432,0.0000098691,1.0584539345
18988,0.0024005899,0.0024005899,0.0000088970,0.8048173651
18989,0.0039045478,0.0039045478,0.0000081345,1.3690051560
18990,-0.0026154764,-0.0026154764,0.0000075630,-0.9510515942
18991,-0.0001194760,-0.0001194760,0.0000084899,-0.0410044206
18992,-0.0000614493,-0.0000614493,0.0000082519,-0.0213914288
18993,0.0033976876,0.0033976876,0.0000080320,1.1988717481
18994,0.0009893091,0.0009893091,0.0000074414,0.3626629844
18995,0.0103470739,0.0103470739,0.0000071043,3.8820135740
18996,-0.0010477586,-0.0010477586,0.0000096339,-0.3375679967
18997,0.0050670892,0.0050670892,0.0000095689,1.6380539318
18998,-0.0043483339,-0.0043483339,0.0000088499,-1.4616865679
18999,0.0010586232,0.0010586232,0.0000107614,0.3227064207
19000,0.0005070181,0.0005070181,0.0000098559,0.1615008581
19001,0.0008011239,0.0008011239,0.0000092312,0.2636758190
19002,0.0021729475,0.0021729475,0.0000086352,0.7394564720
19003,-0.0015746404,-0.0015746404,0.0000079375,-0.5589075776
19004,0.0022456818,0.0022456818,0.0000083145,0.7788090949
19005,-0.0010332393,-0.0010332393,0.0000076719,-0.3730345829
19006,0.0001342461,0.0001342461,0.0000078607,0.0478818811
19007,-0.0020795080,-0.0020795080,0.0000076449,-0.7521007695
19008,0.0028432696,0.0028432696,0.0000082893,0.9875493126
19009,0.0018319564,0.0018319564,0.0000076315,0.6631469691
19010,0.0015114176,0.0015114176,0.0000071485,0.5652970933
19011,0.0011866157,0.0011866157,0.0000067863,0.4555038194
19012,-0.0000605304,-0.0000605304,0.0000065297,-0.0236879759
19013,0.0033197009,0.0033197009,0.0000065659,1.2955452083
19014,0.0037238063,0.0037238063,0.0000062814,1.4857975826
19015,0.0013870189,0.0013870189,0.0000060992,0.5616233447
19016,-0.0014308896,-0.0014308896,0.0000059380,-0.5872007999
19017,0.0037901779,0.0037901779,0.0000064983,1.4868203461
19018,0.0008310007,0.0008310007,0.0000062757,0.3317196780
19019,0.0035908737,0.0035908737,0.0000061607,1.4467251679
19020,-0.0012924412,-0.0012924412,0.0000059900,-0.5280766886
19021,-0.0000938967,-0.0000938967,0.0000064913,-0.0368538629
19022,-0.0013874475,-0.0013874475,0.0000065420,-0.5424515784
19023,0.0013420383,0.0013420383,0.0000070118,0.5068146859
19024,0.0087836340,0.0087836340,0.0000066947,3.3947466755
19025,-0.0013880800,-0.0013880800,0.0000082754,-0.4825238536
19026,-0.0016273608,-0.0016273608,0.0000085298,-0.5572049930
19027,0.0031114180,0.0031114180,0.0000088580,1.0454187785
19028,-0.0003817506,-0.0003817506,0.0000080873,-0.1342386009
19029,0.0004057883,0.0004057883,0.0000079901,0.1435569241
19030,-0.0026915976,-0.0026915976,0.0000076851,-0.9709248332
19031,-0.0100148437,-0.0100148437,0.0000086407,-3.4069755640
19032,0.0008945809,0.0008945809,0.0000163033,0.2215548267
19033,0.0030060862,0.0030060862,0.0000145367,0.7884410906
19034,-0.0021788282,-0.0021788282,0.0000126619,-0.6123142675
19035,-0.0022528552,-0.0022528552,0.0000127752,-0.6303020546
19036,-0.0067995943,-0.0067995943,0.0000129179,-1.8918478693
19037,0.0012387597,0.0012387597,0.0000167359,0.3028049964
19038,0.0083467871,0.0083467871,0.0000147954,2.1699784871
19039,0.0028144679,0.0028144679,0.0000138490,0.7562881467
19040,0.0034824346,0.0034824346,0.0000121203,1.0002900977
19041,0.0035795433,0.0035795433,0.0000106963,1.0944899221
19042,0.0008445320,0.0008445320,0.0000095618,0.2731157784
19043,0.0013128881,0.0013128881,0.0000089020,0.4400309947
19044,0.0023357468,0.0023357468,0.0000082612,0.8126517646
19045,-0.0018883573,-0.0018883573,0.0000076234,-0.6839248969
19046,0.0027008429,0.0027008429,0.0000081796,0.9443499027
19047,0.0007412233,0.0007412233,0.0000075450,0.2698489202
19048,-0.0032154221,-0.0032154221,0.0000072371,-1.1952429041
19049,-0.0016391790,-0.0016391790,0.0000085335,-0.5611298662
19050,-0.0013318038,-0.0013318038,0.0000088666,-0.4472606832
19051,0.0001626960,0.0001626960,0.0000090219,0.0541661587
19052,0.0041673155,0.0041673155,0.0000086211,1.4193053304
19053,-0.0000302217,-0.0000302217,0.0000079726,-0.0107033173
19054,-0.0038953597,-0.0038953597,0.0000077853,-1.3960764923
19055,0.0000985646,0.0000985646,0.0000094631,0.0320408598
19056,-0.0034400250,-0.0034400250,0.0000090138,-1.1457964669
19057,-0.0010989079,-0.0010989079,0.0000102862,-0.3426362654
19058,-0.0000294382,-0.0000294382,0.0000101561,-0.0092373647
19059,0.0002303604,0.0002303604,0.0000096421,0.0741859179
19060,-0.0021753981,-0.0021753981,0.0000091269,-0.7200729577
19061,0.0009074413,0.0009074413,0.0000096517,0.2920898060
19062,-0.0021145305,-0.0021145305,0.0000089632,-0.7062886153
19063,-0.0009142371,-0.0009142371,0.0000094754,-0.2970032315
19064,0.0026456917,0.0026456917,0.0000093773,0.8639751351
19065,-0.0008578560,-0.0008578560,0.0000085105,-0.2940609050
19066,0.0004298655,0.0004298655,0.0000085210,0.1472611272
19067,0.0057312224,0.0057312224,0.0000081266,2.0104502874
19068,-0.0003165965,-0.0003165965,0.0000079161,-0.1125251582
19069,-0.0014203357,-0.0014203357,0.0000078228,-0.5078201310
19070,-0.0012278859,-0.0012278859,0.0000081475,-0.4301755291
19071,0.0029135331,0.0029135331,0.0000083512,1.0081942802
19072,-0.0033036085,-0.0033036085,0.0000076810,-1.1920073079
19073,-0.0001197510,-0.0001197510,0.0000089901,-0.0399388570
19074,-0.0017612077,-0.0017612077,0.0000086782,-0.5978531449
19075,-0.0030718184,-0.0030718184,0.0000090504,-1.0210823647
19076,-0.0007229124,-0.0007229124,0.0000100888,-0.2275967089
19077,0.0017891195,0.0017891195,0.0000098312,0.5706049107
19078,0.0010177536,0.0010177536,0.0000089556,0.3400908318
19079,0.0023410052,0.0023410052,0.0000083595,0.8096781925
19080,0.0004331808,0.0004331808,0.0000077027,0.1560798204
19081,-0.0016512686,-0.0016512686,0.0000074365,-0.6055276426
19082,-0.0001377833,-0.0001377833,0.0000079076,-0.0489973835
19083,0.0047867528,0.0047867528,0.0000077612,1.7182122120
19084,0.0019903586,0.0019903586,0.0000074091,0.7312196355
19085,-0.0001165343,-0.0001165343,0.0000069541,-0.0441910743
19086,-0.0070480795,-0.0070480795,0.0000069424,-2.6749589352
19087,0.0011513232,0.0011513232,0.0000112418,0.3433829177
19088,0.0025707626,0.0025707626,0.0000102358,0.8035277099
19089,-0.0020249041,-0.0020249041,0.0000092084,-0.6672863857
19090,-0.0005490261,-0.0005490261,0.0000096466,-0.1767687083
19091,-0.0048931939,-0.0048931939,0.0000093852,-1.5972400419
19092,-0.0000932426,-0.0000932426,0.0000116736,-0.0272904617
19093,0.0021171275,0.0021171275,0.0000109549,0.6396507258
19094,-0.0020561071,-0.0020561071,0.0000098350,-0.6556282255
19095,0.0053079796,0.0053079796,0.0000102160,1.6606927547
19096,-0.0030602760,-0.0030602760,0.0000093958,-0.9983775346
19097,-0.0045296609,-0.0045296609,0.0000103927,-1.4050810770
19098,-0.0003080151,-0.0003080151,0.0000123200,-0.0877541113
19099,0.0061669968,0.0061669968,0.0000115848,1.8118789974
19100,0.0003311317,0.0003311317,0.0000106497,0.1014688907
19101,-0.0030589036,-0.0030589036,0.0000099496,-0.9697557042
19102,0.0013523305,0.0013523305,0.0000108899,0.4097989904
19103,-0.0018288055,-0.0018288055,0.0000099016,-0.5811859152
19104,0.0024873715,0.0024873715,0.0000101590,0.7803946085
19105,-0.0008664663,-0.0008664663,0.0000091517,-0.2864178142
19106,0.0009882448,0.0009882448,0.0000090786,0.3279852601
19107,0.0017163361,0.0017163361,0.0000084679,0.5898131028
19108,-0.0016971442,-0.0016971442,0.0000078456,-0.6059081462
19109,0.0008092845,0.0008092845,0.0000082881,0.2811081748
19110,0.0007084818,0.0007084818,0.0000078447,0.2529541370
19111,0.0008536859,0.0008536859,0.0000074946,0.3118338707
19112,-0.0003479971,-0.0003479971,0.0000071732,-0.1299332777
19113,-0.0001912920,-0.0001912920,0.0000071964,-0.0713079243
19114,-0.0026689136,-0.0026689136,0.0000071701,-0.9967155542
19115,-0.0022648387,-0.0022648387,0.0000081654,-0.7925891201
19116,-0.0013846337,-0.0013846337,0.0000088443,-0.4655905289
19117,0.0030386515,0.0030386515,0.0000090253,1.0114652731
19118,-0.0017056548,-0.0017056548,0.0000082203,-0.5949056995
19119,-0.0001309224,-0.0001309224,0.0000086217,-0.0445878845
19120,-0.0001626219,-0.0001626219,0.0000083678,-0.0562178838
19121,0.0054342729,0.0054342729,0.0000081610,1.9022639553
19122,-0.0022072938,-0.0022072938,0.0000078610,-0.7872678841
19123,0.0030717380,0.0030717380,0.0000085443,1.0508634859
19124,0.0018436902,0.0018436902,0.0000078365,0.6586064013
19125,0.0005192405,0.0005192405,0.0000073149,0.1919838006
19126,-0.0017036071,-0.0017036071,0.0000070907,-0.6397712215
19127,0.0035387607,0.0035387607,0.0000076259,1.2814653541
19128,-0.0005169427,-0.0005169427,0.0000071309,-0.1935844297
19129,-0.0019384580,-0.0019384580,0.0000072127,-0.7217861816
19130,-0.0005826904,-0.0005826904,0.0000078392,-0.2081137508
19131,0.0013685883,0.0013685883,0.0000078435,0.4886731002
19132,0.0061641917,0.0061641917,0.0000073773,2.2694824358
19133,-0.0046127389,-0.0046127389,0.0000074963,-1.6847480151
19134,-0.0043239487,-0.0043239487,0.0000096987,-1.3884310200
19135,0.0001611175,0.0001611175,0.0000115253,0.0474587793
19136,0.0025289752,0.0025289752,0.0000107431,0.7715778288
19137,0.0018816605,0.0018816605,0.0000096225,0.6065926103
19138,0.0036877084,0.0036877084,0.0000087725,1.2450753426
19139,-0.0026799066,-0.0026799066,0.0000080443,-0.9448763296
19140,-0.0032968980,-0.0032968980,0.0000089569,-1.1016095873
19141,-0.0029422945,-0.0029422945,0.0000101435,-0.9238303085
19142,-0.0038599924,-0.0038599924,0.0000109919,-1.1642593138
19143,-0.0017596994,-0.0017596994,0.0000123679,-0.5003701196
19144,-0.0012536888,-0.0012536888,0.0000122864,-0.3576665218
19145,0.0004630832,0.0004630832,0.0000119614,0.1338959670
19146,-0.0000208724,-0.0000208724,0.0000110178,-0.0062881980
19147,-0.0011723507,-0.0011723507,0.0000103721,-0.3640198242
19148,-0.0004603622,-0.0004603622,0.0000102625,-0.1437051610
19149,-0.0024401571,-0.0024401571,0.0000098812,-0.7762691007
19150,-0.0004001586,-0.0004001586,0.0000104638,-0.1237049763
19151,0.0024578017,0.0024578017,0.0000100317,0.7759965765
19152,-0.0021156105,-0.0021156105,0.0000090505,-0.7032325347
19153,-0.0011080886,-0.0011080886,0.0000095532,-0.3585090936
19154,0.0006880440,0.0006880440,0.0000095241,0.2229483542
19155,0.0020573415,0.0020573415,0.0000089068,0.6893585271
19156,-0.0007999307,-0.0007999307,0.0000081684,-0.2798872555
19157,0.0008754929,0.0008754929,0.0000082038,0.3056649030
19158,-0.0007814292,-0.0007814292,0.0000077608,-0.2805026596
19159,0.0033083809,0.0033083809,0.0000078449,1.1811966919
19160,0.0000816330,0.0000816330,0.0000072888,0.0302369566
19161,0.0007609369,0.0007609369,0.0000071738,0.2841025751
19162,-0.0004751005,-0.0004751005,0.0000069228,-0.1805690709
19163,0.0037635467,0.0037635467,0.0000070207,1.4203877832
19164,0.0069680986,0.0069680986,0.0000066786,2.6963205346
19165,-0.0013059777,-0.0013059777,0.0000073038,-0.4832394078
19166,-0.0000676175,-0.0000676175,0.0000076464,-0.0244528814
19167,-0.0015532298,-0.0015532298,0.0000075184,-0.5664653087
19168,0.0017469422,0.0017469422,0.0000079371,0.6200779938
19169,-0.0037501174,-0.0037501174,0.0000074070,-1.3779189212
19170,-0.0010084521,-0.0010084521,0.0000090197,-0.3357825908
19171,-0.0044847440,-0.0044847440,0.0000090205,-1.4932151374
19172,-0.0045478049,-0.0045478049,0.0000110200,-1.3699683498
19173,-0.0001516252,-0.0001516252,0.0000129109,-0.0421981825
19174,-0.0071669517,-0.0071669517,0.0000120299,-2.0663515787
19175,0.0029124893,0.0029124893,0.0000162794,0.7218462858
19176,0.0041492315,0.0041492315,0.0000140865,1.1055179102
19177,-0.0036750548,-0.0036750548,0.0000122771,-1.0488578594
19178,0.0036622372,0.0036622372,0.0000133985,1.0005033107
19179,-0.0017244778,-0.0017244778,0.0000117188,-0.5037512909
19180,0.0039315478,0.0039315478,0.0000117000,1.1493984692
19181,0.0030492025,0.0030492025,0.0000103731,0.9467446662
19182,-0.0028991588,-0.0028991588,0.0000092999,-0.9506758459
19183,-0.0028437321,-0.0028437321,0.0000102093,-0.8900011392
19184,-0.0052354764,-0.0052354764,0.0000109909,-1.5792102728
19185,-0.0030466205,-0.0030466205,0.0000134485,-0.8307727381
19186,-0.0004809695,-0.0004809695,0.0000140125,-0.1284869730
19187,0.0009497532,0.0009497532,0.0000131023,0.2623841170
19188,-0.0042875533,-0.0042875533,0.0000118382,-1.2461371944
19189,-0.0016159687,-0.0016159687,0.0000134569,-0.4405151726
19190,0.0066351390,0.0066351390,0.0000131617,1.8289168189
19191,0.0017576962,0.0017576962,0.0000119815,0.5077940056
19192,0.0033635771,0.0033635771,0.0000107304,1.0268195630
19193,-0.0010794963,-0.0010794963,0.0000095847,-0.3486843005
19194,0.0045577793,0.0045577793,0.0000095394,1.4756784619
19195,0.0033507100,0.0033507100,0.0000087395,1.1334282662
19196,-0.0020540421,-0.0020540421,0.0000079994,-0.7262424186
19197,0.0046517724,0.0046517724,0.0000085914,1.5870385000
19198,0.0009006293,0.0009006293,0.0000080211,0.3180009790
19199,-0.0033329403,-0.0033329403,0.0000076034,-1.2087110229
19200,-0.0015934364,-0.0015934364,0.0000089374,-0.5330028252
19201,0.0030141253,0.0030141253,0.0000092001,0.9937226134
19202,0.0013087427,0.0013087427,0.0000083601,0.4526355965
19203,0.0005796499,0.0005796499,0.0000078133,0.2073710917
19204,0.0016635000,0.0016635000,0.0000074961,0.6075827367
19205,-0.0006919367,-0.0006919367,0.0000070546,-0.2605136719
19206,0.0037495406,0.0037495406,0.0000072041,1.3969715894
19207,-0.0000888662,-0.0000888662,0.0000068201,-0.0340284723
19208,-0.0008959140,-0.0008959140,0.0000068207,-0.3430467595
19209,-0.0018770308,-0.0018770308,0.0000070717,-0.7058467833
19210,0.0001234309,0.0001234309,0.0000076862,0.0445212233
19211,0.0016344224,0.0016344224,0.0000074998,0.5968130930
19212,0.0005780079,0.0005780079,0.0000070608,0.2175233423
19213,-0.0009234516,-0.0009234516,0.0000068648,-0.3524516393
19214,0.0011274506,0.0011274506,0.0000071197,0.4225392512
19215,-0.0007465731,-0.0007465731,0.0000068145,-0.2859938735
19216,0.0020387342,0.0020387342,0.0000070150,0.7697422754
19217,0.0087768204,0.0087768204,0.0000066306,3.4084718122
19218,-0.0003935297,-0.0003935297,0.0000082276,-0.1371955660
19219,0.0025888163,0.0025888163,0.0000081141,0.9088259766
19220,0.0005650412,0.0005650412,0.0000074947,0.2063973264
19221,-0.0057253929,-0.0057253929,0.0000072317,-2.1290405803
19222,-0.0056892188,-0.0056892188,0.0000103257,-1.7704918317
19223,-0.0040985799,-0.0040985799,0.0000132233,-1.1271022005
19224,0.0055183758,0.0055183758,0.0000145701,1.4457043383
19225,0.0010429687,0.0010429687,0.0000128008,0.2915091972
19226,0.0024846294,0.0024846294,0.0000115619,0.7307121566
19227,0.0040138008,0.0040138008,0.0000102915,1.2511722380
19228,-0.0036383745,-0.0036383745,0.0000092656,-1.1952801278
19229,-0.0044088896,-0.0044088896,0.0000106452,-1.3513025889
19230,0.0055562911,0.0055562911,0.0000124588,1.5741521625
19231,-0.0025537335,-0.0025537335,0.0000111724,-0.7640157832
19232,0.0052669259,0.0052669259,0.0000116762,1.5413679036
19233,-0.0023253315,-0.0023253315,0.0000105121,-0.7172008327
19234,0.0036501314,0.0036501314,0.0000109595,1.1025855082
19235,0.0011908673,0.0011908673,0.0000097734,0.3809258972
19236,-0.0071544831,-0.0071544831,0.0000090060,-2.3840324748
19237,-0.0007481632,-0.0007481632,0.0000133615,-0.2046768911
19238,-0.0120419020,-0.0120419020,0.0000126587,-3.3845417436
19239,-0.0036881442,-0.0036881442,0.0000232947,-0.7641512488
19240,-0.0004017253,-0.0004017253,0.0000232607,-0.0832948038
19241,-0.0006452723,-0.0006452723,0.0000209734,-0.1408992289
19242,-0.0027012449,-0.0027012449,0.0000191437,-0.6173774691
19243,0.0014964047,0.0014964047,0.0000188189,0.3449467417
19244,-0.0032961665,-0.0032961665,0.0000164589,-0.8124734412
19245,0.0027196647,0.0027196647,0.0000168705,0.6621421551
19246,0.0046544185,0.0046544185,0.0000145927,1.2184218083
19247,-0.0014300140,-0.0014300140,0.0000127090,-0.4011300321
19248,-0.0004883553,-0.0004883553,0.0000124147,-0.1386016653
19249,-0.0007117884,-0.0007117884,0.0000117365,-0.2077697797
19250,0.0007484884,0.0007484884,0.0000112452,0.2232040447
19251,-0.0010088989,-0.0010088989,0.0000103354,-0.3138223257
19252,-0.0000730231,-0.0000730231,0.0000101603,-0.0229089925
19253,-0.0086589186,-0.0086589186,0.0000096598,-2.7859856848
19254,0.0015758457,0.0015758457,0.0000156509,0.3983307272
19255,0.0004440803,0.0004440803,0.0000138040,0.1195250082
19256,0.0000535955,0.0000535955,0.0000125783,0.0151118507
19257,-0.0036926375,-0.0036926375,0.0000116727,-1.0808152274
19258,-0.0018617683,-0.0018617683,0.0000128652,-0.5190606753
19259,-0.0030343407,-0.0030343407,0.0000127765,-0.8489046406
19260,0.0003498606,0.0003498606,0.0000134050,0.0955569511
19261,-0.0027361314,-0.0027361314,0.0000122722,-0.7810430497
19262,0.0000174832,0.0000174832,0.0000127642,0.0048935390
19263,0.0010415867,0.0010415867,0.0000118434,0.3026618423
19264,-0.0000385813,-0.0000385813,0.0000107627,-0.0117602597
19265,-0.0021384672,-0.0021384672,0.0000101610,-0.6708640567
19266,0.0018155334,0.0018155334,0.0000105472,0.5590317248
19267,0.0020097017,0.0020097017,0.0000095403,0.6506555955
19268,0.0012181745,0.0012181745,0.0000086904,0.4132270522
19269,-0.0011813217,-0.0011813217,0.0000081020,-0.4150240481
19270,0.0001018551,0.0001018551,0.0000082927,0.0353700103
19271,0.0006873722,0.0006873722,0.0000080200,0.2427199805
19272,-0.0001931127,-0.0001931127,0.0000076459,-0.0698385886
19273,0.0002751283,0.0002751283,0.0000075543,0.1001008684
19274,0.0033103091,0.0033103091,0.0000073493,1.2210815010
19275,0.0009639862,0.0009639862,0.0000068974,0.3670517635
19276,0.0023417957,0.0023417957,0.0000066561,0.9076929482
19277,0.0024757676,0.0024757676,0.0000063277,0.9842066402
19278,-0.0052193971,-0.0052193971,0.0000060623,-2.1198409978
19279,0.0005407123,0.0005407123,0.0000088001,0.1822728266
19280,-0.0010981583,-0.0010981583,0.0000083343,-0.3803906766
19281,-0.0002762559,-0.0002762559,0.0000084615,-0.0949703249
19282,0.0005674439,0.0005674439,0.0000082764,0.1972426777
19283,0.0011665223,0.0011665223,0.0000078878,0.4153499144
19284,0.0014199108,0.0014199108,0.0000074451,0.5203870210
19285,0.0031964739,0.0031964739,0.0000070417,1.2045717964
19286,0.0005475413,0.0005475413,0.0000066481,0.2123579395
19287,0.0005129946,0.0005129946,0.0000065247,0.2008320190
19288,-0.0011423236,-0.0011423236,0.0000064281,-0.4505548172
19289,0.0016293094,0.0016293094,0.0000068188,0.6239517322
19290,0.0007262086,0.0007262086,0.0000065032,0.2847719723
19291,0.0019598372,0.0019598372,0.0000063689,0.7765821633
19292,-0.0018645781,-0.0018645781,0.0000061110,-0.7542643619
19293,0.0016104285,0.0016104285,0.0000068291,0.6162523233
19294,0.0004751939,0.0004751939,0.0000065136,0.1861918268
19295,-0.0047702811,-0.0047702811,0.0000064266,-1.8817177437
19296,0.0017617309,0.0017617309,0.0000088097,0.5935537244
19297,0.0023537877,0.0023537877,0.0000081205,0.8259924392
19298,0.0001836245,0.0001836245,0.0000075087,0.0670113799
19299,0.0031255324,0.0031255324,0.0000073338,1.1541461692
19300,0.0027880757,0.0027880757,0.0000068757,1.0632749096
19301,-0.0015241841,-0.0015241841,0.0000065019,-0.5977445299
19302,-0.0018251194,-0.0018251194,0.0000070315,-0.6882851131
19303,0.0023408400,0.0023408400,0.0000076273,0.8475929877
19304,-0.0004183703,-0.0004183703,0.0000071107,-0.1568937343
19305,0.0020561986,0.0020561986,0.0000071644,0.7682024561
19306,-0.0001691838,-0.0001691838,0.0000067508,-0.0651152556
19307,-0.0032287219,-0.0032287219,0.0000067835,-1.2396606033
19308,-0.0020520999,-0.0020520999,0.0000081282,-0.7197843393
19309,-0.0052261902,-0.0052261902,0.0000087045,-1.7713819813
19310,0.0001905972,0.0001905972,0.0000113064,0.0566831458
19311,-0.0031592937,-0.0031592937,0.0000105482,-0.9727497001
19312,0.0038371512,0.0038371512,0.0000114911,1.1319527603
19313,-0.0009203862,-0.0009203862,0.0000102029,-0.2881434744
19314,-0.0052478576,-0.0052478576,0.0000100088,-1.6587894650
19315,-0.0019939131,-0.0019939131,0.0000125447,-0.5629577051
19316,0.0012463637,0.0012463637,0.0000125680,0.3515697853
19317,0.0006518651,0.0006518651,0.0000113186,0.1937585512
19318,-0.0000935813,-0.0000935813,0.0000104228,-0.0289866216
19319,-0.0043553012,-0.0043553012,0.0000098900,-1.3849048534
19320,0.0048453644,0.0048453644,0.0000117246,1.4150678725
19321,0.0006511462,0.0006511462,0.0000104807,0.2011331612
19322,-0.0016611869,-0.0016611869,0.0000097190,-0.5328539437
19323,-0.0051123859,-0.0051123859,0.0000099170,-1.6234305389
19324,0.0023204306,0.0023204306,0.0000123462,0.6603916668
19325,-0.0034782208,-0.0034782208,0.0000109482,-1.0512023838
19326,0.0021134781,0.0021134781,0.0000120617,0.6085455527
19327,-0.0025876315,-0.0025876315,0.0000107418,-0.7895216615
19328,-0.0008509430,-0.0008509430,0.0000113134,-0.2529902864
19329,0.0036215678,0.0036215678,0.0000109388,1.0949933085
19330,-0.0017491030,-0.0017491030,0.0000097560,-0.5599893340
19331,-0.0009039953,-0.0009039953,0.0000099919,-0.2859844925
19332,-0.0045608461,-0.0045608461,0.0000098197,-1.4554457299
19333,-0.0071688250,-0.0071688250,0.0000118160,-2.0855097177
19334,0.0023980792,0.0023980792,0.0000160775,0.5980736320
19335,-0.0005637893,-0.0005637893,0.0000139918,-0.1507229636
19336,-0.0019372955,-0.0019372955,0.0000131198,-0.5348494040
19337,-0.0006784254,-0.0006784254,0.0000130412,-0.1878636253
19338,0.0051390791,0.0051390791,0.0000123531,1.4621703928
19339,0.0060551460,0.0060551460,0.0000110144,1.8245029241
19340,-0.0038864376,-0.0038864376,0.0000101859,-1.2177335525
19341,0.0016785674,0.0016785674,0.0000116536,0.4917097777
19342,0.0010698377,0.0010698377,0.0000104734,0.3305778464
19343,-0.0007820486,-0.0007820486,0.0000096134,-0.2522290822
19344,0.0003678079,0.0003678079,0.0000094445,0.1196830602
19345,0.0029381662,0.0029381662,0.0000089215,0.9836874042
19346,0.0046464534,0.0046464534,0.0000081373,1.6288483481
19347,-0.0010018630,-0.0010018630,0.0000076708,-0.3617338807
19348,-0.0003960777,-0.0003960777,0.0000078478,-0.1413859437
19349,0.0025685230,0.0025685230,0.0000077894,0.9203020732
19350,-0.0003976732,-0.0003976732,0.0000072340,-0.1478551284
19351,0.0033262857,0.0033262857,0.0000072638,1.2341786039
19352,-0.0000322489,-0.0000322489,0.0000068309,-0.0123388502
19353,-0.0000366656,-0.0000366656,0.0000068148,-0.0140453531
19354,0.0006999566,0.0006999566,0.0000068022,0.2683775757
19355,-0.0004261452,-0.0004261452,0.0000066238,-0.1655783305
19356,-0.0035673984,-0.0035673984,0.0000067490,-1.3731940405
19357,-0.0036177776,-0.0036177776,0.0000082997,-1.2557689935
19358,0.0076482242,0.0076482242,0.0000097514,2.4492104979
19359,-0.0022716847,-0.0022716847,0.0000098252,-0.7247332968
19360,0.0004665112,0.0004665112,0.0000103215,0.1452082104
19361,0.0015896421,0.0015896421,0.0000096343,0.5121417424
19362,0.0093825209,0.0093825209,0.0000088221,3.1588904532
19363,0.0014401782,0.0014401782,0.0000101135,0.4528606234
19364,0.0034241368,0.0034241368,0.0000092422,1.1263233245
19365,0.0000037645,0.0000037645,0.0000084011,0.0012987932
19366,0.0008373541,0.0008373541,0.0000081399,0.2934945592
19367,-0.0056725079,-0.0056725079,0.0000077151,-2.0422340211
19368,0.0087954241,0.0087954241,0.0000107423,2.6835452058
19369,-0.0039255917,-0.0039255917,0.0000111162,-1.1774099116
19370,-0.0018963125,-0.0018963125,0.0000125281,-0.5357567500
19371,-0.0031598694,-0.0031598694,0.0000124999,-0.8937507533
19372,-0.0033173206,-0.0033173206,0.0000132413,-0.9116372957
19373,-0.0012562102,-0.0012562102,0.0000140125,-0.3355869436
19374,0.0009218263,0.0009218263,0.0000134597,0.2512642873
19375,0.0003236942,0.0003236942,0.0000121451,0.0928827060
19376,0.0054834472,0.0054834472,0.0000112157,1.6373429392
19377,-0.0000297599,-0.0000297599,0.0000102004,-0.0093180145
19378,0.0030165578,0.0030165578,0.0000096799,0.9695644166
19379,-0.0024111711,-0.0024111711,0.0000087444,-0.8153878082
19380,-0.0041501527,-0.0041501527,0.0000094364,-1.3510179802
19381,0.0020520309,0.0020520309,0.0000111570,0.6143421270
19382,-0.0031686180,-0.0031686180,0.0000100086,-1.0015761674
19383,0.0027092669,0.0027092669,0.0000110117,0.8164398391
19384,-0.0000353240,-0.0000353240,0.0000098279,-0.0112677811
19385,0.0004639637,0.0004639637,0.0000093649,0.1516117894
19386,0.0001265929,0.0001265929,0.0000088289,0.0426045037
19387,-0.0010386138,-0.0010386138,0.0000084678,-0.3569188643
19388,-0.0002333927,-0.0002333927,0.0000085538,-0.0798009975
19389,-0.0003381320,-0.0003381320,0.0000083417,-0.1170736866
19390,0.0017421632,0.0017421632,0.0000081938,0.6086194393
19391,-0.0034656646,-0.0034656646,0.0000076178,-1.2556585636
19392,0.0005048540,0.0005048540,0.0000090322,0.1679843153
19393,-0.0010163590,-0.0010163590,0.0000085384,-0.3478235091
19394,-0.0064512617,-0.0064512617,0.0000086063,-2.1990600645
19395,-0.0005902702,-0.0005902702,0.0000122888,-0.1683818851
19396,-0.0024388488,-0.0024388488,0.0000116699,-0.7139241492
19397,0.0001934018,0.0001934018,0.0000120499,0.0557145204
19398,-0.0073687357,-0.0073687357,0.0000111772,-2.2040789253
